"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","x_metric_unit_recla","factor","factor_metric_unit"
"190",1,"nd","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","random-effects probit model with Mundlak approach;","probit","coefficient value","-2E-3",-0.002,"standard error","4.0000000000000001E-3",0.004,"nd",NA,"nd",NA,"nd","24",24,28593,28593,"Vietnam","VND","h asset","h asset (VND)"
"190",2,"nd","intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","random-effects probit model with Mundlak approach;","probit","coefficient value","0",0,"standard error","1E-3",0.001,"nd",NA,"nd",NA,"nd","24",24,29323,29323,"Vietnam","VND","h asset","h asset (VND)"
"190",3,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","random-effects probit model with Mundlak approach;","probit","coefficient value","8.9999999999999993E-3",0.009,"standard error","3.0000000000000001E-3",0.003,"nd",NA,"0.01",0.01,"nd","23",23,27233,27233,"Vietnam","VND","h asset","h asset (VND)"
"190",4,"nd","crop rotation","rotation of annual crops","undefined",NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","fixed-effects linear probability model","Linear probability model","coefficient value","-1E-3",-0.001,"standard error","5.0000000000000001E-3",0.005,"nd",NA,"nd",NA,"nd","23",23,28593,28593,"Vietnam","VND","h asset","h asset (VND)"
"190",5,"nd","intercropping","unespecified",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","fixed-effects linear probability model","Linear probability model","coefficient value","0",0,"standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd","23",23,29323,29323,"Vietnam","VND","h asset","h asset (VND)"
"190",6,"nd","land with temporary fallow","natural fallow",NA,NA,"diversity adoption (1=yes, 0=no)","partial correlation","The total value of durable goods (in mil VND) (log)","h asset","VND","log10","fixed-effects linear probability model","Linear probability model","coefficient value","6.0000000000000001E-3",0.006,"standard error","3.0000000000000001E-3",0.003,"nd",NA,"0.1",0.1,"nd","23",23,27233,27233,"Vietnam","VND","h asset","h asset (VND)"
"211",1,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Iron roofed house","h asset","1= iron roofed house; 0= otherwise","none","GLM of the quasi-Poisson family","GLM","coefficient value","0",0,"p value","nd",NA,"nd",NA,"nd",NA,"nd","9",9,39,39,"Ethiopia","1= iron roofed house; 0= otherwise","h asset","h asset (1= iron roofed house; 0= otherwise)"
"211",1,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Grass roofed house","h asset","1= grass roofed house; 0= otherwise","none","GLM of the quasi-Poisson family","GLM","coefficient value","-0.46",-0.46,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd","9",9,39,39,"Ethiopia","1= grass roofed house; 0= otherwise","h asset","h asset (1= grass roofed house; 0= otherwise)"
"211",2,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Iron roofed house","h asset","1= iron roofed house; 0= otherwise","none","GLM of the quasi-Poisson family","GLM","coefficient value","-0.44",-0.44,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd","9",9,39,39,"Ethiopia","1= iron roofed house; 0= otherwise","h asset","h asset (1= iron roofed house; 0= otherwise)"
"211",2,"nd","agroforestry","homegarden","native and exotic trees species",NA,"abundance","partial correlation","Grass roofed house","h asset","1= grass roofed house; 0= otherwise","none","GLM of the quasi-Poisson family","GLM","coefficient value","0.69",0.69,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd","9",9,39,39,"Ethiopia","1= grass roofed house; 0= otherwise","h asset","h asset (1= grass roofed house; 0= otherwise)"
